transcript,category,is_scam
"okay Hello, I am calling from Google Pay support team. Your cashback of five hundred rupees is stuck. I will guide you to claim it. Open the app, click on the request I just sent, and type your UPI PIN to accept the cashback. Do it while I am on the line so I can confirm.",upi_refund_scam,1
"okay Hi aunty, how are you? I reached office safely. Did you have your lunch? I made dal makhani yesterday and kept some in the fridge for you. Call me after your doctor appointment, okay? Love you.",family_conversation,0
This is Superintendent Das from Mumbai cyber crime branch. An FIR has been registered against your name for illegal transactions. A warrant is issued and police will arrest you within 45 minutes unless you cooperate with our verification right now. Do not disconnect this call and do not tell anyone.,fake_cbi_police_call,1
"Good morning, I am calling from FedEx. You have a package scheduled for delivery today. Someone above eighteen must be available to sign. If you want to reschedule, you can use the link sent by SMS from our official number.",delivery_call,0
"haan Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Jaipur. As per rules you must pay anti money laundering certificate fee of two thousand rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
"I am calling from Lucknow airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth three lakh rupees. To release it you must pay customs clearance duty of nine hundred ninety nine rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"yes yes dear customer, your bank of baroda account kyc has expired today. your account will be blocked in three hours unless you update immediately. please share the otp you just received to complete the online kyc verification right now.",fake_kyc_update,1
"Hi papa, how are you? I reached office safely. Did you have your lunch? I made dosa yesterday and kept some in the fridge for you. Call me after your doctor appointment, okay? Love you.",family_conversation,0
"i am calling from delhi airport customs department. a gift parcel from your friend abroad is held here containing foreign currency worth ten thousand rupees. to release it you must pay customs clearance duty of two thousand rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"Hello sir, I am calling from Axis bank home loan department. You had submitted an enquiry on our website for a home loan. Would you like to know the current interest rates? You can also visit your nearest branch with your documents whenever convenient. There is no urgency, take your time to decide.",genuine_banking_call,0
hello? this is dtdc security department. a package under your name containing human trafficking evidence was intercepted in mumbai. you must verify your aadhaar and bank account with our verification officer immediately. failure to comply will result in arrest within three hours.,courier_scam,1
"Hey, I just saw your message. The kids have their school function on Saturday so we might come to Chennai on Sunday instead. Tell papa to keep the guest room ready. We will bring dosa that you like.",family_conversation,0
"Hello, I am calling from Google Pay support team. Your cashback of nine hundred ninety nine rupees is stuck. I will guide you to claim it. Open the app, click on the request I just sent, and type your UPI PIN to accept the cashback. Do it while I am on the line so I can confirm.",upi_refund_scam,1
"yes yes Sir, last chance to enter our pre IPO allotment scheme. Shares will triple on listing day, it is conf i rmed inside news. Transfer five thousand rupees before market opens tomorrow and send the screenshot. Returns are assured, one hundred percent guaranteed profit.",investment_scam,1
"okay Good evening sir, this is Kavita from Meesho support. You requested a return for your recent order. The pickup is scheduled for tomorrow between ten am and six pm. Please keep the product with original packaging ready. Refund will be processed to your original payment method within seven days after pickup.",customer_support,0
"okay Madam, this is from your electricity board. You paid your bill twice last month so a refund of fifteen hundred rupees is pending. To receive it, scan the QR code I sent on WhatsApp and enter your UPI PIN. The refund will be credited immediately after that.",upi_refund_scam,1
haan Sir I am a SEBI registered advisor from a top crypto exchange. Our VIP group members double your money in one month. Join today by depositing just five thousand rupees in our company account and our expert will trade for you. Profit withdrawal is guaranteed every Friday.,investment_scam,1
"Hello sir, I am calling from Amazon refund department. Your payment of nine hundred ninety nine rupees failed but money got deducted. I am sending you a refund request on your UPI app. Just open the app, enter your UPI PIN and the amount will come back to you instantly.",upi_refund_scam,1
"hmm Sir, last chance to enter our pre IPO allotment scheme. Shares will triple on listing day, it is confirmed inside news. Transfer seventy five thousand rupees before market opens tomorrow and send the screenshot. Returns are assured, one hundred percent guaranteed profit.",investment_scam,1
"Under section money laundering act you are digitally detained. I am ACP Verma, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your Axis bank account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
hello? Hi how was your exam today. Did the maths paper go well. Don't worry about the result just focus on the next one. Papa is asking if you need more money for your hostel mess fees. We are all proud of you.,family_conversation,0
"I have hacked your phone camera and recorded you. I also have all your contacts. Pay five thousand rupees in bitcoin or UPI within two hours or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
okay Madam your name was picked in the national consumer lottery. You have won a brand new car. Our agent will help you claim it but you must first pay income tax of five thousand rupees in advance to this UPI id. Keep this confidential and act now the claim window closes in one hour.,lottery_scam,1
"haan Hello sir, I am calling from Kotak bank home loan department. You had submitted an enquiry on our website for a home loan. Would you like to know the current interest rates? You can also visit your nearest branch with your documents whenever convenient. There is no urgency, take your time to decide.",genuine_banking_call,0
"Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Ahmedabad. As per rules you must pay anti money laundering certificate fee of nine hundred ninety nine rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
"Madam, this is from your mobile wallet support. Your cashback points worth nine hundred ninety nine rupees are expiring in three hours. To redeem them I need the verification code sent to your phone. Read out the OTP now otherwise the points will lapse.",otp_scam,1
"This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in three hours. To reactivate, click the link I sent by SMS and fill your card details including CVV. If you delay, you will lose access to your money.",fake_kyc_update,1
"haan madam, your pan card is not linked with your icici bank account. as per rbi your account gets frozen today itself. i will help you link it on this call. just tell me your account number, debit card number, and the otp that comes to your phone.",fake_kyc_update,1
"okay Madam, your India Post courier is out for delivery today. I will reach your location in about twenty minutes. Please be available at the address. If nobody is home I will attempt delivery again tomorrow.",delivery_call,0
"Hello, are we still going to the wedding next weekend? I need to buy a gift. Should we give cash or something for the house? Also your cousin Suresh is coming from Chennai, he wants to meet you.",family_conversation,0
"Sir your parcel from Jaipur has arrived at our FedEx hub. Since the address is incomplete, our executive will call you to confirm the landmark before delivery tomorrow. No charges are pending on this shipment.",delivery_call,0
"I am calling from Mumbai cyber crime branch. Your Aadhaar card has been used in a money laundering case in Bangalore. This is a national security matter. You must join a video call on Skype immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
sir you have accidentally received nine hundred ninety nine rupees from my account by wrong number. i am a poor man please send it back. i am sending a collect request on your phonepe just approve it with your pin and the mistake will be corrected.,upi_refund_scam,1
"Good afternoon, this is the Bank of Baroda branch at Mumbai. Your cheque book request has been processed and it will be delivered to your registered address. If you have any questions you may call the number on the back of your debit card.",genuine_banking_call,0
okay Hello Inspector Gupta speaking from Jaipur police headquarters. A case of hawala transfers is registered against your phone number. To prove your innocence you must transfer ten thousand rupees to the government verification account. The money will be returned after investigation. If you inform anyone you will be arrested immediately.,fake_cbi_police_call,1
"okay Under section money laundering act you are digitally detained. I am Sub Inspector Gupta, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your SBI account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"haan Madam, a courier sent from your address was scanned and found to contain narcotics. FIR number is being generated. The investigating officer from narcotics control bureau will speak to you now on video call. Keep your identity and bank documents ready and do not inform anyone until cleared.",courier_scam,1
"Listen carefully, I have your private video call recording from last night. If you do not pay me three lakh rupees right now I will send this video to all your family members and upload it on social media. You have 45 minutes to transfer the money. Do not tell the police or it goes public immediately.",sextortion,1
"Madam, this is a courtesy call from Punjab National Bank. Your fixed deposit of one lakh rupees is maturing next week. You can visit the branch to renew it or it will be auto credited to your savings account. No action is needed from your side on this call.",genuine_banking_call,0
"Sir, last chance to enter our pre IPO allotment scheme. Shares will triple on listing day, it is confirmed inside news. Transfer five thousand rupees before market opens tomorrow and send the screenshot. Returns are assured, one hundred percent guaranteed profit.",investment_scam,1
"good evening sir, this is kavita from flipkart support. you requested a return for your recent order. the pickup is scheduled for tomorrow between ten am and six pm. please keep the product with original packaging ready. refund will be processed to your original payment method within seven days after pickup.",customer_support,0
"okay madam, your fedex courier is out for delivery today. i will reach your location in about twenty minutes. please be available at the address. if nobody is home i will attempt delivery again tomorrow.",delivery_call,0
"Hello, your loan application is approved. But sir, before disbursal our agent needs the file charge of two thousand rupees and a photo of your ATM card from both sides. Send them on WhatsApp now, the amount will be credited immediately after verification.",loan_scam,1
"Your bank account has been flagged by Delhi police cyber cell for illegal transactions. I am sending you the arrest warrant copy on WhatsApp. To stop the arrest you need to pay a security deposit of three lakh rupees right now through UPI. This is your last warning, officers are already near your house.",fake_cbi_police_call,1
okay Sir great news. You are the lucky winner of one crore jackpot from Meesho festival draw. To release your prize we need your bank account number IFSC code and a GST payment of two hundred rupees. Pay immediately otherwise your prize will be given to the next winner.,lottery_scam,1
"Hello sir, I am calling from the cyber team of a news channel. A viral video of yours is about to be published on YouTube. To stop the video from going live you must pay five thousand rupees for content takedown right now. If you delay, your reputation will be destroyed in front of everyone.",sextortion,1
This is Inspector Iyer from narcotics control bureau. An FIR has been registered against your name for money laundering. A warrant is issued and police will arrest you within 45 minutes unless you cooperate with our verification right now. Do not disconnect this call and do not tell anyone.,fake_cbi_police_call,1
"Hello, your Meesho account shows a suspicious order of ten thousand rupees. If you did not place it, we can cancel it immediately. An OTP has been sent to your registered mobile number, please confirm the OTP to cancel the fraudulent order.",otp_scam,1
"Thank you for calling Meesho customer support, my name is Meena. I understand your order 6 6 0 9 2 was delayed. I sincerely apologize for the inconvenience. I have escalated this and you will receive it by tomorrow evening. Is there anything else I can help you with?",customer_support,0
"yes yes Hello, I am calling from the national lucky draw committee. Your SIM card has won a brand new car in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of five hundred rupees to our claims officer and the full amount will be credited within two hours.",lottery_scam,1
"Under section money laundering act you are digitally detained. I am Head Constable Reddy, my badge number is being sent to you. Do not cut this call for the next six hours. Move to a quiet room alone. Every rupee in your SBI account must be verified through our secure treasury account starting now.",digital_arrest_scam,1
"Hello sir, I am calling from the cyber team of a news channel. A viral video of yours is about to be published on YouTube. To stop the video from going live you must pay fifty thousand rupees for content takedown right now. If you delay, your reputation will be destroyed in front of everyone.",sextortion,1
haan Sir you have accidentally received two thousand rupees from my account by wrong number. I am a poor man please send it back. I am sending a collect request on your PhonePe just approve it with your PIN and the mistake will be corrected.,upi_refund_scam,1
You are now under digital arrest. This is ACP Das from Delhi police cyber cell. Do not disconnect the video call do not leave your room and do not talk to anyone. A case of money laundering is registered on your Aadhaar. Your every movement is being monitored until the verification is complete.,digital_arrest_scam,1
"Madam, a courier sent from your address was scanned and found to contain narcotics. FIR number is being generated. The investigating officer from narcotics control bureau will speak to you now on video call. Keep your identity and bank documents ready and do not inform anyone until cleared.",courier_scam,1
"yes yes Hello beta, this is beta. Are you coming home for Christmas this year? Everyone is asking about you. Book your train tickets early otherwise they will be sold out. Also bring some sweets from that shop you told me about.",family_conversation,0
"hi, this is the flipkart delivery agent. your order 7 7 3 2 1 is arriving today by eight pm. you can pay cash on delivery of fifteen hundred rupees or scan the qr on my machine at the door after checking the product.",delivery_call,0
"hello? dear customer, your axis bank account kyc has expired today. your account will be blocked in twenty four hours unless you update immediately. please share the otp you just received to complete the online kyc verification right now.",fake_kyc_update,1
"hi mummy, how are you? i reached office safely. did you have your lunch? i made dosa yesterday and kept some in the fridge for you. call me after your doctor appointment, okay? love you.",family_conversation,0
"hello, your loan application is approved. but sir, before disbursal our agent needs the file charge of five hundred rupees and a photo of your atm card from both sides. send them on whatsapp now, the amount will be credited immediately after verification.",loan_scam,1
"Madam, your name was picked in the online mega lottery. You have won a brand new car. Our agent will help you claim it, but you must first pay income tax of ten thousand rupees in advance to this UPI id. Keep this confidential and act now, the claim window closes in thirty minutes.",lottery_scam,1
"Your WhatsApp video call was recorded and my team has edited it. The girl you talked to has filed a complaint. I am the officer handling it. To close the case and delete the video, pay a settlement of seventy five thousand rupees today. Otherwise the video and FIR go to your office and family.",sextortion,1
"Hi mummy, how are you? I reached office safely. Did you have your lunch? I made chole bhature yesterday and kept some in the fridge for you. Call me after your doctor appointment, okay? Love you.",family_conversation,0
"Hello, Head Constable Singh speaking from Ahmedabad police headquarters. A case of human trafficking is registered against your phone number. To prove your innocence you must transfer fifty thousand rupees to the government verification account. The money will be returned after investigation. If you inform anyone, you will be arrested immediately.",fake_cbi_police_call,1
"Sir, your FedEx international shipment has been stopped at customs because it contains illegal items booked using your identity. If it was not booked by you, your identity is compromised in a crime. Press one to talk to the police officer, do not disconnect otherwise a warrant will be issued.",courier_scam,1
yes yes this is fedex security department. a package under your name containing money laundering evidence was intercepted in pune. you must verify your aadhaar and bank account with our verification officer immediately. failure to comply will result in arrest within twenty four hours.,courier_scam,1
haan madam a foreign national has sent you a parcel with gold jewellery and dollars. it is stuck at customs in kolkata. as per rules you must pay anti money laundering certificate fee of nine hundred ninety nine rupees plus handling charge. pay immediately the parcel will be delivered to your home tomorrow with the refund of your fee.,customs_scam,1
This is DTDC security department. A package under your name containing illegal transactions evidence was intercepted in Kolkata. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within thirty minutes.,courier_scam,1
"hello? This is a digital custody procedure from enforcement directorate. Stay on Zoom video call, keep your camera on at all times. You cannot inform your family, this is a confidential national case of terror funding. Transfer all funds in your account to the safe RBI custody account for audit. Money will be returned after you are cleared.",digital_arrest_scam,1
This is Blue Dart security department. A package under your name containing drug trafficking evidence was intercepted in Bangalore. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within thirty minutes.,courier_scam,1
"haan Hello, I am calling from SBI credit card division. Your card statement for this month has been generated and the due date is the fifteenth. You can pay through the official app or net banking. As a reminder, the bank never asks for your OTP or CVV on calls.",genuine_banking_call,0
"Sir, your Blue Dart international shipment has been stopped at customs because it contains illegal items booked using your identity. If it was not booked by you, your identity is compromised in a crime. Press one to talk to the police officer, do not disconnect otherwise a warrant will be issued.",courier_scam,1
"hello? This is a digital custody procedure from Delhi police cyber cell. Stay on Zoom video call, keep your camera on at all times. You cannot inform your family, this is a confidential national case of illegal transactions. Transfer all funds in your account to the safe RBI custody account for audit. Money will be returned after you are cleared.",digital_arrest_scam,1
"Hello, DCP Sharma speaking from Lucknow police headquarters. A case of money laundering is registered against your phone number. To prove your innocence you must transfer five thousand rupees to the government verification account. The money will be returned after investigation. If you inform anyone, you will be arrested immediately.",fake_cbi_police_call,1
"okay Thank you for contacting Vi support. Your postpaid bill of five hundred rupees has been generated. You can pay through the official app, website, or at any store. If you have already paid, please ignore this reminder.",customer_support,0
"Hello, I saw your profile and I am inviting you to our exclusive stock trading app group on WhatsApp. Members are earning daily. Invest seventy five thousand rupees now and you will guaranteed thirty percent monthly return. This slot closes in 45 minutes, so transfer quickly to book your position.",investment_scam,1
"Hello, I am calling from FedEx head office Kolkata. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Lucknow cyber police, stay on the line.",courier_scam,1
"hello? Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Bangalore. As per rules you must pay anti money laundering certificate fee of nine hundred ninety nine rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
Congratulations sir! Your mobile number has been selected in the KBC lucky draw and you have won one crore jackpot. To claim your prize money you just need to pay a small registration fee of nine hundred ninety nine rupees and share your bank account details right now. This offer expires today.,lottery_scam,1
"hello? Madam, good news from the finance department. Your government subsidy loan of one lakh rupees is sanctioned. Pay the stamp duty of five hundred rupees online right away to release the funds. If not paid today the sanction will be cancelled.",loan_scam,1
"yes yes Your bank account has been flagged by Mumbai cyber crime branch for human trafficking. I am sending you the arrest warrant copy on WhatsApp. To stop the arrest you need to pay a security deposit of ten thousand rupees right now through UPI. This is your last warning, officers are already near your house.",fake_cbi_police_call,1
"Hello, your Myntra account shows a suspicious order of twenty five thousand rupees. If you did not place it, we can cancel it immediately. An OTP has been sent to your registered mobile number, please confirm the OTP to cancel the fraudulent order.",otp_scam,1
okay Hello your loan application is approved. But sir before disbursal our agent needs the file charge of fifteen hundred rupees and a photo of your ATM card from both sides. Send them on WhatsApp now the amount will be credited immediately after verification.,loan_scam,1
okay Sir I am from RupeeClick instant loan company. You are eligible for one lakh rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of two thousand rupees and share your Aadhaar and bank details money will be in your account in thirty minutes.,loan_scam,1
"Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Kolkata. As per rules you must pay anti money laundering certificate fee of nine hundred ninety nine rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
"Hello, I have your food delivery from the restaurant. I am at the security gate but they are asking for your flat number to let me in. Could you tell security to allow me? Your order is getting cold.",delivery_call,0
"I have hacked your phone camera and recorded you. I also have all your contacts. Pay two lakh rupees in bitcoin or UPI within twenty four hours or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
This is DTDC security department. A package under your name containing money laundering evidence was intercepted in Mumbai. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within twenty four hours.,courier_scam,1
yes yes hello are we still going to the wedding next weekend. i need to buy a gift. should we give cash or something for the house. also your cousin anita is coming from delhi he wants to meet you.,family_conversation,0
"Congratulations! Your loan of five thousand rupees from MoneyNow has been pre approved with zero paperwork and no CIBIL check. To disburse the amount today itself, pay the one time processing fee of two thousand rupees to this UPI number right now.",loan_scam,1
okay congratulations sir! your mobile number has been selected in the tv show lucky customer draw and you have won gold worth ten lakh. to claim your prize money you just need to pay a small registration fee of two hundred rupees and share your bank account details right now. this offer expires today.,lottery_scam,1
"okay Hello sir, I am calling from the cyber team of a news channel. A viral video of yours is about to be published on YouTube. To stop the video from going live you must pay seventy five thousand rupees for content takedown right now. If you delay, your reputation will be destroyed in front of everyone.",sextortion,1
This is Superintendent Joshi from enforcement directorate. An FIR has been registered against your name for human trafficking. A warrant is issued and police will arrest you within twenty four hours unless you cooperate with our verification right now. Do not disconnect this call and do not tell anyone.,fake_cbi_police_call,1
madam this is from your electricity board. you paid your bill twice last month so a refund of nine hundred ninety nine rupees is pending. to receive it scan the qr code i sent on whatsapp and enter your upi pin. the refund will be credited immediately after that.,upi_refund_scam,1
okay Your WhatsApp video call was recorded and my team has edited it. The girl you talked to has filed a complaint. I am the officer handling it. To close the case and delete the video pay a settlement of twenty five thousand rupees today. Otherwise the video and FIR go to your office and family.,sextortion,1
"okay mummy, did you take your medicines today? The doctor said you should walk for thirty minutes daily. I have ordered your groceries online, they will be delivered by evening. Call me if you need anything else.",family_conversation,0
Hello I am calling from India Post head office Delhi. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports credit cards and illegal drugs. A case will be filed against you. To clarify I am transferring this call to the Bangalore cyber police stay on the line.,courier_scam,1
"yes yes i am calling from ahmedabad airport customs department. a gift parcel from your friend abroad is held here containing foreign currency worth ten thousand rupees. to release it you must pay customs clearance duty of two thousand rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"okay I am calling from Jaipur airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth five thousand rupees. To release it you must pay customs clearance duty of nine hundred ninety nine rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"Hello, I am calling from the national lucky draw committee. Your SIM card has won a brand new car in our anniversary lottery. Do not tell anyone about this prize for security reasons. First transfer the processing charge of nine hundred ninety nine rupees to our claims officer and the full amount will be credited within 45 minutes.",lottery_scam,1
"good evening sir, this is pooja from snapdeal support. you requested a return for your recent order. the pickup is scheduled for tomorrow between ten am and six pm. please keep the product with original packaging ready. refund will be processed to your original payment method within seven days after pickup.",customer_support,0
Sir I am from QuickCash instant loan company. You are eligible for fifty thousand rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of two hundred rupees and share your Aadhaar and bank details money will be in your account in twenty four hours.,loan_scam,1
"Hello, I am calling from Delhivery head office Pune. A parcel booked on your Aadhaar number going to Taiwan has been seized. It contains five passports, credit cards, and illegal drugs. A case will be filed against you. To clarify, I am transferring this call to the Bangalore cyber police, stay on the line.",courier_scam,1
"Madam you are under digital arrest since your number is linked to illegal transactions. Skype interrogation will continue until the court verification finishes. Arrange ten thousand rupees as bail bond and transfer it now, otherwise physical arrest team will reach your home in thirty minutes. Remain on camera, do not mute.",digital_arrest_scam,1
"Your bank account has been flagged by narcotics control bureau for terror funding. I am sending you the arrest warrant copy on WhatsApp. To stop the arrest you need to pay a security deposit of seventy five thousand rupees right now through UPI. This is your last warning, officers are already near your house.",fake_cbi_police_call,1
hmm This is an urgent call from your bank. Your KYC documents have been rejected and all transactions will be stopped in three hours. To reactivate click the link I sent by SMS and fill your card details including CVV. If you delay you will lose access to your money.,fake_kyc_update,1
i am calling from mumbai cyber crime branch. your aadhaar card has been used in a drug trafficking case in bangalore. this is a national security matter. you must join a video call on google meet immediately for interrogation otherwise a non bailable warrant will be executed against you today.,fake_cbi_police_call,1
"haan Hello, I am calling from Google Pay support team. Your cashback of two thousand rupees is stuck. I will guide you to claim it. Open the app, click on the request I just sent, and type your UPI PIN to accept the cashback. Do it while I am on the line so I can confirm.",upi_refund_scam,1
"Hello, I saw your profile and I am inviting you to our exclusive crypto exchange group on WhatsApp. Members are earning daily. Invest two lakh rupees now and you will five times return in ninety days. This slot closes in twenty four hours, so transfer quickly to book your position.",investment_scam,1
"Hello sir, I am calling from the cyber team of a news channel. A viral video of yours is about to be published on YouTube. To stop the video from going live you must pay seventy five thousand rupees for content takedown right now. If you delay, your reputation will be destroyed in front of everyone.",sextortion,1
hmm i am calling from bangalore airport customs department. a gift parcel from your friend abroad is held here containing foreign currency worth seventy five thousand rupees. to release it you must pay customs clearance duty of fifteen hundred rupees to the officer account right now otherwise the parcel will be confiscated and a case registered.,customs_scam,1
"hmm Sir, great news! You are the lucky winner of one crore jackpot from Amazon festival draw. To release your prize we need your bank account number, IFSC code, and a GST payment of fifteen hundred rupees. Pay immediately otherwise your prize will be given to the next winner.",lottery_scam,1
haan sir great news. you are the lucky winner of fifty lakh lottery from flipkart festival draw. to release your prize we need your bank account number ifsc code and a gst payment of two hundred rupees. pay immediately otherwise your prize will be given to the next winner.,lottery_scam,1
"Good evening sir, this is Arjun from Amazon support. You requested a return for your recent order. The pickup is scheduled for tomorrow between ten am and six pm. Please keep the product with original packaging ready. Refund will be processed to your original payment method within seven days after pickup.",customer_support,0
"hmm Your WhatsApp video call was recorded and my team has edited it. The girl you talked to has filed a complaint. I am the officer handling it. To close the case and delete the video, pay a settlement of one lakh rupees today. Otherwise the video and FIR go to your office and family.",sextortion,1
"Hi, this is the Meesho delivery agent. Your order 7 7 3 2 1 is arriving today by eight pm. You can pay cash on delivery of five hundred rupees or scan the QR on my machine at the door after checking the product.",delivery_call,0
"hello? Sir, I am a SEBI registered advisor from a top forex platform. Our VIP group members guaranteed thirty percent monthly return. Join today by depositing just one lakh rupees in our company account and our expert will trade for you. Profit withdrawal is guaranteed every Friday.",investment_scam,1
"hello? Hello, I am calling from Kotak bank credit card division. Your card statement for this month has been generated and the due date is the fifteenth. You can pay through the official app or net banking. As a reminder, the bank never asks for your OTP or CVV on calls.",genuine_banking_call,0
yes yes Madam a courier sent from your address was scanned and found to contain narcotics. FIR number is being generated. The investigating officer from Delhi police cyber cell will speak to you now on video call. Keep your identity and bank documents ready and do not inform anyone until cleared.,courier_scam,1
haan Hello madam this is regarding the service request for your washing machine. Our technician Arjun will visit tomorrow at eleven am. The visit is free under warranty. Please keep your invoice copy handy. You will receive an SMS with the technician details.,customer_support,0
"Madam, a foreign national has sent you a parcel with gold jewellery and dollars. It is stuck at customs in Delhi. As per rules you must pay anti money laundering certificate fee of two thousand rupees plus handling charge. Pay immediately, the parcel will be delivered to your home tomorrow with the refund of your fee.",customs_scam,1
Hello sir customs office speaking. Your international package has been flagged for duty evasion. Pay the penalty of three lakh rupees today through the UPI id I share or face prosecution under the customs act. Officers can arrive at your address within 45 minutes if unpaid.,customs_scam,1
"Listen carefully, I have your private video call recording from last night. If you do not pay me fifty thousand rupees right now I will send this video to all your family members and upload it on social media. You have one hour to transfer the money. Do not tell the police or it goes public immediately.",sextortion,1
"Madam, your name was picked in the TV show lucky customer draw. You have won twenty five lakh rupees. Our agent will help you claim it, but you must first pay income tax of two lakh rupees in advance to this UPI id. Keep this confidential and act now, the claim window closes in one hour.",lottery_scam,1
"Hello, I saw your profile and I am inviting you to our exclusive forex platform group on WhatsApp. Members are earning daily. Invest twenty five thousand rupees now and you will double your money in one month. This slot closes in 45 minutes, so transfer quickly to book your position.",investment_scam,1
This is DTDC security department. A package under your name containing hawala transfers evidence was intercepted in Jaipur. You must verify your Aadhaar and bank account with our verification officer immediately. Failure to comply will result in arrest within two hours.,courier_scam,1
"Sir, I am from QuickCash instant loan company. You are eligible for fifty thousand rupees at only one percent interest. The offer is valid only for today. Just transfer the insurance charge of nine hundred ninety nine rupees and share your Aadhaar and bank details, money will be in your account in 45 minutes.",loan_scam,1
"hello? madam, your name was picked in the online mega lottery. you have won one crore jackpot. our agent will help you claim it, but you must first pay income tax of two lakh rupees in advance to this upi id. keep this confidential and act now, the claim window closes in one hour.",lottery_scam,1
"yes yes good morning, i am calling from dtdc. you have a package scheduled for delivery today. someone above eighteen must be available to sign. if you want to reschedule, you can use the link sent by sms from our official number.",delivery_call,0
"I have hacked your phone camera and recorded you. I also have all your contacts. Pay fifty thousand rupees in bitcoin or UPI within one hour or every person in your contact list gets the video. Do not ignore this, I am watching you.",sextortion,1
"This is the customs enforcement wing. Your name is on a parcel containing restricted medicines. This is a serious offense. However, if this parcel is genuinely yours, pay the release fine of one lakh rupees now and we will close the file. Do not discuss this call with anyone, it is a sealed case.",customs_scam,1
"Your WhatsApp video call was recorded and my team has edited it. The girl you talked to has filed a complaint. I am the officer handling it. To close the case and delete the video, pay a settlement of twenty five thousand rupees today. Otherwise the video and FIR go to your office and family.",sextortion,1
"yes yes I am calling from Kolkata airport customs department. A gift parcel from your friend abroad is held here containing foreign currency worth ten thousand rupees. To release it you must pay customs clearance duty of two thousand rupees to the officer account right now, otherwise the parcel will be confiscated and a case registered.",customs_scam,1
"haan hello, i have your food delivery from the restaurant. i am at the security gate but they are asking for your flat number to let me in. could you tell security to allow me? your order is getting cold.",delivery_call,0
"Good morning, this is Anita calling from HDFC bank customer care regarding your savings account. This call is being recorded for quality purposes. I want to inform you that your new debit card has been dispatched and will reach your registered address in five working days. Please do not share your PIN or OTP with anyone including bank staff.",genuine_banking_call,0
"I am calling from Mumbai cyber crime branch. Your Aadhaar card has been used in a drug trafficking case in Delhi. This is a national security matter. You must join a video call on Zoom immediately for interrogation, otherwise a non bailable warrant will be executed against you today.",fake_cbi_police_call,1
"okay Sir, great news! You are the lucky winner of one crore jackpot from Amazon festival draw. To release your prize we need your bank account number, IFSC code, and a GST payment of two hundred rupees. Pay immediately otherwise your prize will be given to the next winner.",lottery_scam,1
hmm Madam a courier sent from your address was scanned and found to contain narcotics. FIR number is being generated. The investigating officer from narcotics control bureau will speak to you now on video call. Keep your identity and bank documents ready and do not inform anyone until cleared.,courier_scam,1
"Hello sir, I am the delivery boy from Flipkart. I am outside your building with your package but I cannot find flat number. Can you please come down or guide me? I am standing near the main gate.",delivery_call,0
"okay Hello beta, this is beta. Are you coming home for Diwali this year? Everyone is asking about you. Book your train tickets early otherwise they will be sold out. Also bring some sweets from that shop you told me about.",family_conversation,0
"haan madam, good news from the finance department. your government subsidy loan of five thousand rupees is sanctioned. pay the stamp duty of five hundred rupees online right away to release the funds. if not paid today the sanction will be cancelled.",loan_scam,1
